GID,CP_CD,SGG_NM,HE_SEID,CPH_NM,CPH_FULL_N,CAC_CD,APM_NO,SID_CD,SGG_CD,AREA_SZ,CREATE_DT,CREATOR_ID,UPDATE_DT,UPDATER_ID,AREA_SZ2,MIN_SCALE,MAX_SCALE,URL,centroid_longitude,centroid_latitude
638,11000009000000034,부여군,HE0000146400,부여 정림사지 오층석탑,부여 정림사지 오층석탑(국보 제9호),11,0000090000000,ADDR440000,ADD1447600,23.22,,,,,23.141145,,,,126.91336893141384,36.27929318725084
640,13000034000000034,부여군,HE0000147414,부여 청마산성,부여 청마산성(사적 제34호),13,0000340000000,ADDR440000,ADD1447600,2238875.8,,,,,2237180.624663,,,,126.96164479603625,36.28589691057014
595,12000052000000037,봉화군,HE0000144956,봉화 서동리 동·서 삼층석탑,봉화 서동리 동·서 삼층석탑(보물 제52호),12,0000520000000,ADDR470000,ADD1479200,15.43,,,,,15.413592,,,,128.91490711884066,36.947292457820815
596,18000247000000037,봉화군,HE0000143897,봉화 설매리 3겹 까치구멍집,봉화 설매리 3겹 까치구멍집(국가민속문화유산 제247호),18,0002470000000,ADDR470000,ADD1479200,365.51,,,,,365.012176,,,,128.72843630785525,36.82929899636759
598,12000995000000037,봉화군,HE0000147267,봉화 축서사 석조비로자나불좌상 및 목조광배,봉화 축서사 석조비로자나불좌상 및 목조광배(보물 제995호),12,0009950000000,ADDR470000,ADD1479200,6.31,,,,,6.374717,,,,128.80047354157077,36.981255749866705
698,11000084000000034,서산시,HE0000149172,서산 용현리 마애여래삼존상,서산 용현리 마애여래삼존상(국보 제84호),11,0000840000000,ADDR440000,ADD1442100,28.13,,,,,28.137588,,,,126.60521766510755,36.773815310220975
701,13000200000000031,고양시,HE0000147272,고양 서삼릉,고양 서삼릉(사적 제200호),13,0002000000000,ADDR410000,ADD1412800,1350396.6,,,,,1349392.990064,,,,126.86514328528591,37.66415042553409
702,13000142000000037,경주시,HE0000148647,경주 서악동 고분군,경주 서악동 고분군(사적 제142호),13,0001420000000,ADDR470000,ADD1471300,36967.56,,,,,36922.475556,,,,129.18508683356708,35.82551543148871
691,12001568000000037,상주시,HE0000146491,상주 양진당,상주 양진당(보물 제1568호),12,0015680000000,ADDR470000,ADD1472500,425.28,,,,,425.08677,,,,128.22903797707406,36.36411969613286
662,12000224000000034,서천군,HE0000149079,서천 성북리 오층석탑,서천 성북리 오층석탑(보물 제224호),12,0002240000000,ADDR440000,ADD1447700,6.16,,,,,6.076406,,,,126.59863455771664,36.14738899043522
663,13000247000000011,관악구,HE0000147070,서울 남현동 요지,서울 남현동 요지(사적 제247호),13,0002470000000,ADDR110000,ADD1116200,2000.19,,,,,1998.93298,,,,126.97971462851015,37.474911255584075
93,11000312000000037,경주시,HE0000148337,경주 남산 칠불암 마애불상군,경주 남산 칠불암 마애불상군(국보 제312호),11,0003120000000,ADDR470000,ADD1471300,20.0,,,,,19.974827,,,,129.23535582927798,35.77146365761821
94,12000201000000037,경주시,HE0000148338,경주 남산 탑곡 마애불상군,경주 남산 탑곡 마애불상군(보물 제201호),12,0002010000000,ADDR470000,ADD1471300,83.16,,,,,83.057418,,,,129.23279596038154,35.81465157347728
1855,13000531000000035,전라북도,,고창 봉덕리 고분군,고창 봉덕리 고분군(사적 제531호),13,0005310000000,ADDR520000,ADD1527900,14281.0,,,,,,,,,126.64305773191045,35.43557139207972
100,12000122000000037,경주시,HE0000145968,경주 율동 마애여래삼존입상,경주 율동 마애여래삼존입상(보물 제122호),12,0001220000000,ADDR470000,ADD1471300,44.91,,,,,44.850525,,,,129.17453381310705,35.80469544485695
101,12000912000000037,경주시,HE0000147108,경주 마동 삼층석탑,경주 마동 삼층석탑(보물 제912호),12,0009120000000,ADDR470000,ADD1471300,13.38,,,,,13.339568,,,,129.3220655268975,35.790303878311875
102,12000063000000037,경주시,HE0000144967,경주 배동 석조여래삼존입상,경주 배동 석조여래삼존입상(보물 제63호),12,0000630000000,ADDR470000,ADD1471300,4.74,,,,,4.732572,,,,129.211246504623,35.80177191208754
103,12000910000000037,경주시,HE0000148825,경주 보문사지 연화문 당간지주,경주 보문사지 연화문 당간지주(보물 제910호),12,0009100000000,ADDR470000,ADD1471300,0.89,,,,,0.892227,,,,129.25334884750174,35.8288783857833
104,12000123000000037,경주시,HE0000146148,경주 보문사지 당간지주,경주 보문사지 당간지주(보물 제123호),12,0001230000000,ADDR470000,ADD1471300,1.09,,,,,1.091204,,,,129.25274344049265,35.82517522121542
106,12000064000000037,경주시,HE0000144968,경주 보문사지 석조,경주 보문사지 석조(보물 제64호),12,0000640000000,ADDR470000,ADD1471300,3.41,,,,,3.450886,,,,129.25423229074838,35.82618302971312
1856,13000057000000031,경기도,,남한산성,남한산성(사적 제57호),13,0000570000000,ADDR410000,ADD1416100,608705.0,,,,,,,,,127.1911637976016,37.4765485744115
109,12000666000000037,경주시,HE0000148081,경주 남산 삼릉계 석조여래좌상,경주 남산 삼릉계 석조여래좌상(보물 제666호),12,0006660000000,ADDR470000,ADD1471300,7.48,,,,,7.481443,,,,129.21821433306613,35.79533656923221
110,12000070000000037,경주시,HE0000146441,경주 서악동 귀부,경주 서악동 귀부(보물 제70호),12,0000700000000,ADDR470000,ADD1471300,6.59,,,,,6.615341,,,,129.1899383197613,35.82500624598838
111,12000062000000037,경주시,HE0000144966,경주 서악동 마애여래삼존입상,경주 서악동 마애여래삼존입상(보물 제62호),12,0000620000000,ADDR470000,ADD1471300,11.89,,,,,11.911744,,,,129.1756920188657,35.83336392777752
112,12000065000000037,경주시,HE0000144969,경주 서악동 삼층석탑,경주 서악동 삼층석탑(보물 제65호),12,0000650000000,ADDR470000,ADD1471300,6.55,,,,,6.577063,,,,129.18482417554796,35.82795698821958
113,12000066000000037,경주시,HE0000144970,경주 석빙고,경주 석빙고(보물 제66호),12,0000660000000,ADDR470000,ADD1471300,184.13,,,,,183.971017,,,,129.22395962578054,35.83312642919177
114,13000088000000037,경주시,HE0000147242,경주 성동동 전랑지,경주 성동동 전랑지(사적 제88호),13,0000880000000,ADDR470000,ADD1471300,28967.64,,,,,28932.587786,,,,129.22428659267098,35.84474123542953
115,13000430000000037,경주시,HE0000145401,경주 손곡동과 물천리 유적,경주 손곡동과 물천리 유적(사적 제430호),13,0004300000000,ADDR470000,ADD1471300,860627.44,,,,,859570.354287,,,,129.2884499551587,35.86518262262603
116,18000189000000037,경주시,HE0000148048,경주 양동마을,경주 양동마을(국가민속문화유산 제189호),18,0001890000000,ADDR470000,ADD1471300,973635.75,,,,,972448.452246,,,,129.25384734752876,36.00093654981985
117,13000328000000037,경주시,HE0000148723,경주 용강동 고분,경주 용강동 고분(사적 제328호),13,0003280000000,ADDR470000,ADD1471300,1795.6,,,,,1793.491883,,,,129.2243180276624,35.86148540046825
1627,16000522000000033,청원군,HE0000148338,청주 연제리 모과나무,청주 연제리 모과나무(천연기념물 제522호),16,0005220000000,ADDR430000,ADD1437100,0.91,,,,,0.906473,,,,127.31964707132447,36.63797760490522
1634,15000071000000038,남해군,HE0000148338,남해 지족해협 죽방렴,남해 지족해협 죽방렴(명승 제71호),15,0000710000000,ADDR480000,ADD1488400,5365643.11,,,,,5365643.107104,,,,128.0157869736803,34.833400871637906
118,13000419000000037,경주시,HE0000148371,경주 용강동 원지 유적,경주 용강동 원지 유적(사적 제419호),13,0004190000000,ADDR470000,ADD1471300,26183.66,,,,,26151.823086,,,,129.22178728739297,35.86656313944495
119,13000046000000037,경주시,HE0000147159,경주 원원사지,경주 원원사지(사적 제46호),13,0000460000000,ADDR470000,ADD1471300,319807.0,,,,,319420.733678,,,,129.34964187842843,35.6974391428422
120,12001429000000037,경주시,HE0000143530,경주 원원사지 동·서 삼층석탑,경주 원원사지 동·서 삼층석탑(보물 제1429호),12,0014290000000,ADDR470000,ADD1471300,26.37,,,,,26.336616,,,,129.3497931100316,35.69782525923702
121,13000016000000037,경주시,HE0000146917,경주 월성,경주 월성(사적 제16호),13,0000160000000,ADDR470000,ADD1471300,298451.75,,,,,298091.549862,,,,129.2227610996618,35.831633607005166
124,13000457000000037,경주시,HE0000145506,경주 춘양교지와 월정교지,경주 춘양교지와 월정교지(사적 제457호),13,0004570000000,ADDR470000,ADD1471300,198070.78,,,,,197834.603637,,,,129.2214355651152,35.82914299298103
126,13000045000000037,경주시,HE0000147152,경주 장항리 사지,경주 장항리 사지(사적 제45호),13,0000450000000,ADDR470000,ADD1471300,3596.84,,,,,3592.2477,,,,129.37291154424938,35.77493799043551
149,12000605000000037,고령군,HE0000147987,고령 장기리 암각화,고령 장기리 암각화(보물 제605호),12,0006050000000,ADDR470000,ADD1478300,120.49,,,,,120.361074,,,,128.29214612173058,35.71287096289673
188,12000148000000034,공주시,HE0000148242,공주 중동 석조,공주 중동 석조(보물 제148호),12,0001480000000,ADDR440000,ADD1441500,3.66,,,,,3.714116,,,,127.1118190127616,36.46603294646467
164,13000171000000011,종로구,HE0000148984,서울 고종 어극 40년 칭경기념비,서울 고종 어극 40년 칭경기념비(사적 제171호),13,0001710000000,ADDR110000,ADD1111100,580.73,,,,,579.863075,,,,126.9775154502862,37.57045298718703
152,12000054000000037,고령군,HE0000144958,고령 지산리 당간지주,고령 지산리 당간지주(보물 제54호),12,0000540000000,ADDR470000,ADD1478300,0.64,,,,,0.638511,,,,128.26552801909878,35.7272093606812
153,11000038000000037,경주시,HE0000148417,경주 고선사지 삼층석탑,경주 고선사지 삼층석탑(국보 제38호),11,0000380000000,ADDR470000,ADD1471300,46.81,,,,,46.595979,,,,129.22906510554256,35.82813430695999
155,16000475000000038,고성군,HE0000144344,고성 계승사 백악기 퇴적구조,고성 계승사 백악기 퇴적구조(천연기념물 제475호),16,0004750000000,ADDR480000,ADD1488200,8127.89,,,,,8120.999506,,,,128.22403240267448,35.05297707461389
157,16000411000000038,고성군,HE0000148453,고성 덕명리 공룡발자국과 새발자국 화석산지,고성 덕명리 공룡발자국과 새발자국 화석산지(천연기념물 제411호),16,0004110000000,ADDR480000,ADD1488200,1395929.0,,,,,1394541.768732,,,,128.14423034895552,34.89847583310972
127,13000340000000037,경주시,HE0000148717,경주 천관사지,경주 천관사지(사적 제340호),13,0003400000000,ADDR470000,ADD1471300,21377.63,,,,,21350.641415,,,,129.21516331808712,35.8245082450597
128,13000082000000037,경주시,HE0000147254,경주 천군동 사지,경주 천군동 사지(사적 제82호),13,0000820000000,ADDR470000,ADD1471300,8874.49,,,,,8863.673738,,,,129.28123662934968,35.831723546585415
129,12000168000000037,경주시,HE0000147894,경주 천군동 동·서 삼층석탑,경주 천군동 동·서 삼층석탑(보물 제168호),12,0001680000000,ADDR470000,ADD1471300,33.58,,,,,33.539159,,,,129.28118511441406,35.83157267572104
146,13000285000000011,성북구,HE0000148323,서울 고려대학교 본관,서울 고려대학교 본관(사적 제285호),13,0002850000000,ADDR110000,ADD1112900,1510.57,,,,,1508.860083,,,,127.03232919677026,37.58950374799067
148,13000165000000037,고령군,HE0000148978,고령 고아리 벽화 고분,고령 고아리 벽화 고분(사적 제165호),13,0001650000000,ADDR470000,ADD1478300,24786.03,,,,,24760.204168,,,,128.2708093286666,35.71631338749396
1,13000370000000023,강화군,HE0000148539,강화 가릉,강화 가릉(사적 제370호),13,0003700000000,ADDR280000,ADD1287100,2657.0,,,,,2654.016397,,,,126.43128484706686,37.660267322871675
3,12000530000000038,거창군,HE0000146461,거창 가섭암지 마애여래삼존입상,거창 가섭암지 마애여래삼존입상(보물 제530호),12,0005300000000,ADDR480000,ADD1488800,36.29,,,,,36.252699,,,,127.79335437147392,35.733766489546234
4,15000062000000038,합천군,HE0000151705,가야산 해인사 일원,가야산 해인사 일원(명승 제62호),15,0000620000000,ADDR480000,ADD1488900,21092366.0,,,,,21066854.673206,,,,128.09522802774458,35.80023054945435
14,12000256000000034,공주시,HE0000149130,공주 갑사 철당간,공주 갑사 철당간(보물 제256호),12,0002560000000,ADDR440000,ADD1441500,3.95,,,,,3.927272,,,,127.18540032944225,36.364762062946426
15,11000051000000032,강릉시,HE0000148426,강릉 임영관 삼문,강릉 임영관 삼문(국보 제51호),11,0000510000000,ADDR510000,ADD1511500,136.5,,,,,136.552803,,,,128.89188519068964,37.752928410549195
17,12000082000000032,강릉시,HE0000146172,강릉 대창리 당간지주,강릉 대창리 당간지주(보물 제82호),12,0000820000000,ADDR510000,ADD1511500,1.3,,,,,1.294922,,,,128.9012347446698,37.760907226684786
19,18000005000000032,강릉시,HE0000148541,강릉 선교장,강릉 선교장(국가민속문화유산 제5호),18,0000050000000,ADDR510000,ADD1511500,5823.81,,,,,5816.967762,,,,128.88500779620927,37.78629335364638
20,12000083000000032,강릉시,HE0000146173,강릉 수문리 당간지주,강릉 수문리 당간지주(보물 제83호),12,0000830000000,ADDR510000,ADD1511500,1.1,,,,,1.093977,,,,128.90375246871747,37.75673588575842
21,12000165000000032,강릉시,HE0000146626,강릉 오죽헌,강릉 오죽헌(보물 제165호),12,0001650000000,ADDR510000,ADD1511500,169.0,,,,,168.831285,,,,128.87768731296333,37.77933893645143
5,18000176000000037,안동시,HE0000147358,안동 수곡고택,안동 수곡고택(국가민속문화유산 제176호),18,0001760000000,ADDR470000,ADD1471700,3954.81,,,,,3951.005259,,,,128.52640113060423,36.57419495952177
22,13000388000000032,강릉시,HE0000148376,강릉대도호부 관아,강릉대도호부 관아(사적 제388호),13,0003880000000,ADDR510000,ADD1511500,19109.61,,,,,19087.133508,,,,128.89179911796887,37.752757794394384
25,12000183000000032,강릉시,HE0000147891,강릉 해운정,강릉 해운정(보물 제183호),12,0001830000000,ADDR510000,ADD1511500,96.63,,,,,96.480422,,,,128.89113908033264,37.7861959661308
26,16000172000000036,강진군,HE0000147824,강진 까막섬 상록수림,강진 까막섬 상록수림(천연기념물 제172호),16,0001720000000,ADDR460000,ADD1468100,14521.92,,,,,14511.465508,,,,126.81352010629558,34.4491200000133
27,13000068000000036,강진군,HE0000146923,강진 고려청자 요지,강진 고려청자 요지(사적 제68호),13,0000680000000,ADDR460000,ADD1468100,1103989.0,,,,,1103190.124762,,,,126.8164857981235,34.514152995479826
28,16000151000000036,강진군,HE0000146936,강진 백련사 동백나무 숲,강진 백련사 동백나무 숲(천연기념물 제151호),16,0001510000000,ADDR460000,ADD1468100,49720.4,,,,,49685.251977,,,,126.74724237690165,34.58719710071792
1646,12000053000000037,예천군,HE0000148338,예천 개심사지 오층석탑,예천 개심사지 오층석탑(보물 제53호),12,0000530000000,ADDR470000,ADD1479000,6.41,,,,,6.413904,,,,128.45477074054048,36.65200303018494
1795,15000111000000036,전라남도,,구례 오산 사성암 일원,구례 오산 사성암 일원(명승 제111호),15,0001110000000,ADDR460000,ADD1467300,,,,,,,,,,127.47990757858547,35.18010410236664
31,13000133000000023,강화군,HE0000147550,강화 고려궁지,강화 고려궁지(사적 제133호),13,0001330000000,ADDR280000,ADD1287100,15001.62,,,,,14990.599131,,,,126.48418104917312,37.75224945143849
7,18000171000000037,봉화군,HE0000147333,봉화 계서당 종택,봉화 계서당 종택(국가민속문화유산 제171호),18,0001710000000,ADDR470000,ADD1479200,3869.66,,,,,3865.498927,,,,128.73380359206664,36.9495417939187
8,12000433000000033,괴산군,HE0000145538,괴산 각연사 석조비로자나불좌상,괴산 각연사 석조비로자나불좌상(보물 제433호),12,0004330000000,ADDR430000,ADD1437600,174.0,,,,,173.851863,,,,127.92767435601768,36.754752929635586
9,12000370000000026,울주군,HE0000146387,울주 간월사지 석조여래좌상,울주 간월사지 석조여래좌상(보물 제370호),12,0003700000000,ADDR310000,ADD1317100,3.15,,,,,3.161064,,,,129.07273496062595,35.555428242355404
10,11000099000000011,용산구,HE0000148529,김천 갈항사지 동·서 삼층석탑,김천 갈항사지 동·서 삼층석탑(국보 제99호),11,0000990000000,ADDR110000,ADD1111700,17.98,,,,,17.961357,,,,126.98075697927915,37.52212900749289
